farmer_id,visit_day,Chargemoney,AccumulativeTime,n_pumps,pump_start,pump_end
12039,2018-07-11,-59.18,25,64,2018-01-16,2018-08-04
12039,2018-07-12,0,0,64,2018-01-16,2018-08-04
12039,2018-07-13,-109.67,47,64,2018-01-16,2018-08-04
12039,2018-07-14,-152.52,65,64,2018-01-16,2018-08-04
12039,2018-07-15,-14,6,64,2018-01-16,2018-08-04
12039,2018-07-16,0,0,64,2018-01-16,2018-08-04
12039,2018-07-17,0,0,64,2018-01-16,2018-08-04
12039,2018-07-18,-163.93,70,64,2018-01-16,2018-08-04
12039,2018-07-19,-95.67,41,64,2018-01-16,2018-08-04
12039,2018-07-20,0,0,64,2018-01-16,2018-08-04
12039,2018-07-21,0,0,64,2018-01-16,2018-08-04
12039,2018-07-22,0,0,64,2018-01-16,2018-08-04
12039,2018-07-23,0,0,64,2018-01-16,2018-08-04
12039,2018-07-24,0,0,64,2018-01-16,2018-08-04
12039,2018-07-25,0,0,64,2018-01-16,2018-08-04
12039,2018-07-26,0,0,64,2018-01-16,2018-08-04
12039,2018-07-27,0,0,64,2018-01-16,2018-08-04
12039,2018-07-28,-74.91,32,64,2018-01-16,2018-08-04
12039,2018-07-29,-75.17,32,64,2018-01-16,2018-08-04
12039,2018-07-30,0,0,64,2018-01-16,2018-08-04
12039,2018-07-31,-59.33,25,64,2018-01-16,2018-08-04
12039,2018-08-01,-35,15,64,2018-01-16,2018-08-04
12039,2018-08-02,-138.62,59,64,2018-01-16,2018-08-04
12039,2018-08-03,-21,9,64,2018-01-16,2018-08-04
12039,2018-08-04,-44.33,19,64,2018-01-16,2018-08-04
12039,2018-08-05,0,0,64,2018-01-16,2018-08-04
12039,2018-08-06,0,0,64,2018-01-16,2018-08-04
12039,2018-08-07,0,0,64,2018-01-16,2018-08-04
12040,2018-01-13,0,0,18,2018-04-22,2018-08-04
12040,2018-01-14,0,0,18,2018-04-22,2018-08-04
12040,2018-01-15,0,0,18,2018-04-22,2018-08-04
12040,2018-01-16,0,0,18,2018-04-22,2018-08-04
12040,2018-01-17,0,0,18,2018-04-22,2018-08-04
12040,2018-01-18,0,0,18,2018-04-22,2018-08-04
12040,2018-01-19,0,0,18,2018-04-22,2018-08-04
12040,2018-01-20,0,0,18,2018-04-22,2018-08-04
12040,2018-01-21,0,0,18,2018-04-22,2018-08-04
12040,2018-01-22,0,0,18,2018-04-22,2018-08-04
12040,2018-01-23,0,0,18,2018-04-22,2018-08-04
12040,2018-01-24,0,0,18,2018-04-22,2018-08-04
12040,2018-01-25,0,0,18,2018-04-22,2018-08-04
12040,2018-01-26,0,0,18,2018-04-22,2018-08-04
12040,2018-01-27,0,0,18,2018-04-22,2018-08-04
12040,2018-01-28,0,0,18,2018-04-22,2018-08-04
12040,2018-01-29,0,0,18,2018-04-22,2018-08-04
12040,2018-01-30,0,0,18,2018-04-22,2018-08-04
12040,2018-01-31,0,0,18,2018-04-22,2018-08-04
12040,2018-02-01,0,0,18,2018-04-22,2018-08-04
12040,2018-02-02,0,0,18,2018-04-22,2018-08-04
12040,2018-02-03,0,0,18,2018-04-22,2018-08-04
12040,2018-02-04,0,0,18,2018-04-22,2018-08-04
12040,2018-02-05,0,0,18,2018-04-22,2018-08-04
12040,2018-02-06,0,0,18,2018-04-22,2018-08-04
12040,2018-02-07,0,0,18,2018-04-22,2018-08-04
12040,2018-02-08,0,0,18,2018-04-22,2018-08-04
12040,2018-02-09,0,0,18,2018-04-22,2018-08-04
12040,2018-02-10,0,0,18,2018-04-22,2018-08-04
12040,2018-02-11,0,0,18,2018-04-22,2018-08-04
12040,2018-02-12,0,0,18,2018-04-22,2018-08-04
12040,2018-02-13,0,0,18,2018-04-22,2018-08-04
12040,2018-02-14,0,0,18,2018-04-22,2018-08-04
12040,2018-02-15,0,0,18,2018-04-22,2018-08-04
12040,2018-02-16,0,0,18,2018-04-22,2018-08-04
12040,2018-02-17,0,0,18,2018-04-22,2018-08-04
12040,2018-02-18,0,0,18,2018-04-22,2018-08-04
12040,2018-02-19,0,0,18,2018-04-22,2018-08-04
12040,2018-02-20,0,0,18,2018-04-22,2018-08-04
12040,2018-02-21,0,0,18,2018-04-22,2018-08-04
12040,2018-02-22,0,0,18,2018-04-22,2018-08-04
12040,2018-02-23,0,0,18,2018-04-22,2018-08-04
12040,2018-02-24,0,0,18,2018-04-22,2018-08-04
12040,2018-02-25,0,0,18,2018-04-22,2018-08-04
12040,2018-02-26,0,0,18,2018-04-22,2018-08-04
12040,2018-02-27,0,0,18,2018-04-22,2018-08-04
12040,2018-02-28,0,0,18,2018-04-22,2018-08-04
12040,2018-03-01,0,0,18,2018-04-22,2018-08-04
12040,2018-03-02,0,0,18,2018-04-22,2018-08-04
12040,2018-03-03,0,0,18,2018-04-22,2018-08-04
12040,2018-03-04,0,0,18,2018-04-22,2018-08-04
12040,2018-03-05,0,0,18,2018-04-22,2018-08-04
12040,2018-03-06,0,0,18,2018-04-22,2018-08-04
12040,2018-03-07,0,0,18,2018-04-22,2018-08-04
12040,2018-03-08,0,0,18,2018-04-22,2018-08-04
12040,2018-03-09,0,0,18,2018-04-22,2018-08-04
12040,2018-03-10,0,0,18,2018-04-22,2018-08-04
12040,2018-03-11,0,0,18,2018-04-22,2018-08-04
12040,2018-03-12,0,0,18,2018-04-22,2018-08-04
12040,2018-03-13,0,0,18,2018-04-22,2018-08-04
12040,2018-03-14,0,0,18,2018-04-22,2018-08-04
12040,2018-03-15,0,0,18,2018-04-22,2018-08-04
12040,2018-03-16,0,0,18,2018-04-22,2018-08-04
12040,2018-03-17,0,0,18,2018-04-22,2018-08-04
12040,2018-03-18,0,0,18,2018-04-22,2018-08-04
12040,2018-03-19,0,0,18,2018-04-22,2018-08-04
12040,2018-03-20,0,0,18,2018-04-22,2018-08-04
12040,2018-03-21,0,0,18,2018-04-22,2018-08-04
12040,2018-03-22,0,0,18,2018-04-22,2018-08-04
12040,2018-03-23,0,0,18,2018-04-22,2018-08-04
12040,2018-03-24,0,0,18,2018-04-22,2018-08-04
12040,2018-03-25,0,0,18,2018-04-22,2018-08-04
12040,2018-03-26,0,0,18,2018-04-22,2018-08-04
12040,2018-03-27,0,0,18,2018-04-22,2018-08-04
12040,2018-03-28,0,0,18,2018-04-22,2018-08-04
12040,2018-03-29,0,0,18,2018-04-22,2018-08-04
12040,2018-03-30,0,0,18,2018-04-22,2018-08-04
12040,2018-03-31,0,0,18,2018-04-22,2018-08-04
12040,2018-04-01,0,0,18,2018-04-22,2018-08-04
12040,2018-04-02,0,0,18,2018-04-22,2018-08-04
12040,2018-04-03,0,0,18,2018-04-22,2018-08-04
12040,2018-04-04,0,0,18,2018-04-22,2018-08-04
12040,2018-04-05,0,0,18,2018-04-22,2018-08-04
12040,2018-04-06,0,0,18,2018-04-22,2018-08-04
12040,2018-04-07,0,0,18,2018-04-22,2018-08-04
12040,2018-04-08,0,0,18,2018-04-22,2018-08-04
12040,2018-04-09,0,0,18,2018-04-22,2018-08-04
12040,2018-04-10,0,0,18,2018-04-22,2018-08-04
12040,2018-04-11,0,0,18,2018-04-22,2018-08-04
12040,2018-04-12,0,0,18,2018-04-22,2018-08-04
12040,2018-04-13,0,0,18,2018-04-22,2018-08-04
12040,2018-04-14,0,0,18,2018-04-22,2018-08-04
12040,2018-04-15,0,0,18,2018-04-22,2018-08-04
12040,2018-04-16,0,0,18,2018-04-22,2018-08-04
12040,2018-04-17,0,0,18,2018-04-22,2018-08-04
12040,2018-04-18,0,0,18,2018-04-22,2018-08-04
12040,2018-04-19,0,0,18,2018-04-22,2018-08-04
12040,2018-04-20,0,0,18,2018-04-22,2018-08-04
12040,2018-04-21,0,0,18,2018-04-22,2018-08-04
12040,2018-04-22,-298.66,128,18,2018-04-22,2018-08-04
12040,2018-04-23,0,0,18,2018-04-22,2018-08-04
12040,2018-04-24,0,0,18,2018-04-22,2018-08-04
12040,2018-04-25,0,0,18,2018-04-22,2018-08-04
12040,2018-04-26,0,0,18,2018-04-22,2018-08-04
12040,2018-04-27,0,0,18,2018-04-22,2018-08-04
12040,2018-04-28,0,0,18,2018-04-22,2018-08-04
12040,2018-04-29,0,0,18,2018-04-22,2018-08-04
12040,2018-04-30,0,0,18,2018-04-22,2018-08-04
12040,2018-05-01,0,0,18,2018-04-22,2018-08-04
12040,2018-05-02,0,0,18,2018-04-22,2018-08-04
12040,2018-05-03,0,0,18,2018-04-22,2018-08-04
12040,2018-05-04,0,0,18,2018-04-22,2018-08-04
12040,2018-05-05,0,0,18,2018-04-22,2018-08-04
12040,2018-05-06,0,0,18,2018-04-22,2018-08-04
12040,2018-05-07,0,0,18,2018-04-22,2018-08-04
12040,2018-05-08,0,0,18,2018-04-22,2018-08-04
12040,2018-05-09,0,0,18,2018-04-22,2018-08-04
12040,2018-05-10,0,0,18,2018-04-22,2018-08-04
12040,2018-05-11,0,0,18,2018-04-22,2018-08-04
12040,2018-05-12,0,0,18,2018-04-22,2018-08-04
12040,2018-05-13,0,0,18,2018-04-22,2018-08-04
12040,2018-05-14,0,0,18,2018-04-22,2018-08-04
12040,2018-05-15,0,0,18,2018-04-22,2018-08-04
12040,2018-05-16,0,0,18,2018-04-22,2018-08-04
12040,2018-05-17,0,0,18,2018-04-22,2018-08-04
12040,2018-05-18,0,0,18,2018-04-22,2018-08-04
12040,2018-05-19,0,0,18,2018-04-22,2018-08-04
12040,2018-05-20,0,0,18,2018-04-22,2018-08-04
12040,2018-05-21,-817.42,350,18,2018-04-22,2018-08-04
12040,2018-05-22,-182.05,78,18,2018-04-22,2018-08-04
12040,2018-05-23,0,0,18,2018-04-22,2018-08-04
12040,2018-05-24,0,0,18,2018-04-22,2018-08-04
12040,2018-05-25,0,0,18,2018-04-22,2018-08-04
12040,2018-05-26,0,0,18,2018-04-22,2018-08-04
12040,2018-05-27,0,0,18,2018-04-22,2018-08-04
12040,2018-05-28,0,0,18,2018-04-22,2018-08-04
12040,2018-05-29,0,0,18,2018-04-22,2018-08-04
12040,2018-05-30,-638,273,18,2018-04-22,2018-08-04
12040,2018-05-31,-108.03,46,18,2018-04-22,2018-08-04
12040,2018-06-01,-109.77,47,18,2018-04-22,2018-08-04
12040,2018-06-02,-84.65,36,18,2018-04-22,2018-08-04
12040,2018-06-03,-58.58,25,18,2018-04-22,2018-08-04
12040,2018-06-04,0,0,18,2018-04-22,2018-08-04
12040,2018-06-05,0,0,18,2018-04-22,2018-08-04
12040,2018-06-06,0,0,18,2018-04-22,2018-08-04
12040,2018-06-07,0,0,18,2018-04-22,2018-08-04
12040,2018-06-08,0,0,18,2018-04-22,2018-08-04
12040,2018-06-09,0,0,18,2018-04-22,2018-08-04
12040,2018-06-10,0,0,18,2018-04-22,2018-08-04
12040,2018-06-11,0,0,18,2018-04-22,2018-08-04
12040,2018-06-12,0,0,18,2018-04-22,2018-08-04
12040,2018-06-13,0,0,18,2018-04-22,2018-08-04
12040,2018-06-14,0,0,18,2018-04-22,2018-08-04
12040,2018-06-15,0,0,18,2018-04-22,2018-08-04
12040,2018-06-16,0,0,18,2018-04-22,2018-08-04
12040,2018-06-17,0,0,18,2018-04-22,2018-08-04
12040,2018-06-18,0,0,18,2018-04-22,2018-08-04
12040,2018-06-19,-201.62,86,18,2018-04-22,2018-08-04
12040,2018-06-20,0,0,18,2018-04-22,2018-08-04
12040,2018-06-21,0,0,18,2018-04-22,2018-08-04
12040,2018-06-22,-194.47,83,18,2018-04-22,2018-08-04
12040,2018-06-23,0,0,18,2018-04-22,2018-08-04
12040,2018-06-24,0,0,18,2018-04-22,2018-08-04
12040,2018-06-25,-58.33,25,18,2018-04-22,2018-08-04
12040,2018-06-26,-39.67,17,18,2018-04-22,2018-08-04
12040,2018-06-27,0,0,18,2018-04-22,2018-08-04
12040,2018-06-28,0,0,18,2018-04-22,2018-08-04
12040,2018-06-29,0,0,18,2018-04-22,2018-08-04
12040,2018-06-30,0,0,18,2018-04-22,2018-08-04
12040,2018-07-01,0,0,18,2018-04-22,2018-08-04
12040,2018-07-02,0,0,18,2018-04-22,2018-08-04
12040,2018-07-03,0,0,18,2018-04-22,2018-08-04
12040,2018-07-04,0,0,18,2018-04-22,2018-08-04
12040,2018-07-05,0,0,18,2018-04-22,2018-08-04
12040,2018-07-06,0,0,18,2018-04-22,2018-08-04
12040,2018-07-07,0,0,18,2018-04-22,2018-08-04
12040,2018-07-08,0,0,18,2018-04-22,2018-08-04
12040,2018-07-09,0,0,18,2018-04-22,2018-08-04
12040,2018-07-10,0,0,18,2018-04-22,2018-08-04
12040,2018-07-11,0,0,18,2018-04-22,2018-08-04
12040,2018-07-12,0,0,18,2018-04-22,2018-08-04
12040,2018-07-13,0,0,18,2018-04-22,2018-08-04
12040,2018-07-14,0,0,18,2018-04-22,2018-08-04
12040,2018-07-15,-121.33,52,18,2018-04-22,2018-08-04
12040,2018-07-16,0,0,18,2018-04-22,2018-08-04
12040,2018-07-17,0,0,18,2018-04-22,2018-08-04
12040,2018-07-18,0,0,18,2018-04-22,2018-08-04
12040,2018-07-19,0,0,18,2018-04-22,2018-08-04
12040,2018-07-20,0,0,18,2018-04-22,2018-08-04
12040,2018-07-21,0,0,18,2018-04-22,2018-08-04
12040,2018-07-22,0,0,18,2018-04-22,2018-08-04
12040,2018-07-23,0,0,18,2018-04-22,2018-08-04
12040,2018-07-24,0,0,18,2018-04-22,2018-08-04
12040,2018-07-25,0,0,18,2018-04-22,2018-08-04
12040,2018-07-26,-18.87,8,18,2018-04-22,2018-08-04
12040,2018-07-27,-105.2,45,18,2018-04-22,2018-08-04
12040,2018-07-28,-23.93,10,18,2018-04-22,2018-08-04
12040,2018-07-29,0,0,18,2018-04-22,2018-08-04
12040,2018-07-30,0,0,18,2018-04-22,2018-08-04
12040,2018-07-31,0,0,18,2018-04-22,2018-08-04
12040,2018-08-01,0,0,18,2018-04-22,2018-08-04
12040,2018-08-02,0,0,18,2018-04-22,2018-08-04
12040,2018-08-03,-147.05,63,18,2018-04-22,2018-08-04
12040,2018-08-04,-47.02,20,18,2018-04-22,2018-08-04
12040,2018-08-05,0,0,18,2018-04-22,2018-08-04
12040,2018-08-06,0,0,18,2018-04-22,2018-08-04
12040,2018-08-07,0,0,18,2018-04-22,2018-08-04
12042,2018-01-13,0,0,4,2018-01-16,2018-07-15
12042,2018-01-14,0,0,4,2018-01-16,2018-07-15
12042,2018-01-15,0,0,4,2018-01-16,2018-07-15
12042,2018-01-16,-199.33,92,4,2018-01-16,2018-07-15
12042,2018-01-17,0,0,4,2018-01-16,2018-07-15
12042,2018-01-18,0,0,4,2018-01-16,2018-07-15
12042,2018-01-19,0,0,4,2018-01-16,2018-07-15
12042,2018-01-20,0,0,4,2018-01-16,2018-07-15
12042,2018-01-21,0,0,4,2018-01-16,2018-07-15
12042,2018-01-22,0,0,4,2018-01-16,2018-07-15
12042,2018-01-23,0,0,4,2018-01-16,2018-07-15
12042,2018-01-24,0,0,4,2018-01-16,2018-07-15
12042,2018-01-25,0,0,4,2018-01-16,2018-07-15
12042,2018-01-26,0,0,4,2018-01-16,2018-07-15
12042,2018-01-27,0,0,4,2018-01-16,2018-07-15
12042,2018-01-28,0,0,4,2018-01-16,2018-07-15
12042,2018-01-29,0,0,4,2018-01-16,2018-07-15
12042,2018-01-30,0,0,4,2018-01-16,2018-07-15
12042,2018-01-31,0,0,4,2018-01-16,2018-07-15
12042,2018-02-01,0,0,4,2018-01-16,2018-07-15
12042,2018-02-02,0,0,4,2018-01-16,2018-07-15
12042,2018-02-03,0,0,4,2018-01-16,2018-07-15
12042,2018-02-04,0,0,4,2018-01-16,2018-07-15
12042,2018-02-05,0,0,4,2018-01-16,2018-07-15
12042,2018-02-06,0,0,4,2018-01-16,2018-07-15
12042,2018-02-07,0,0,4,2018-01-16,2018-07-15
12042,2018-02-08,0,0,4,2018-01-16,2018-07-15
12042,2018-02-09,0,0,4,2018-01-16,2018-07-15
12042,2018-02-10,0,0,4,2018-01-16,2018-07-15
12042,2018-02-11,0,0,4,2018-01-16,2018-07-15
12042,2018-02-12,0,0,4,2018-01-16,2018-07-15
12042,2018-02-13,0,0,4,2018-01-16,2018-07-15
12042,2018-02-14,0,0,4,2018-01-16,2018-07-15
12042,2018-02-15,0,0,4,2018-01-16,2018-07-15
12042,2018-02-16,0,0,4,2018-01-16,2018-07-15
12042,2018-02-17,0,0,4,2018-01-16,2018-07-15
12042,2018-02-18,0,0,4,2018-01-16,2018-07-15
12042,2018-02-19,0,0,4,2018-01-16,2018-07-15
12042,2018-02-20,0,0,4,2018-01-16,2018-07-15
12042,2018-02-21,0,0,4,2018-01-16,2018-07-15
12042,2018-02-22,0,0,4,2018-01-16,2018-07-15
12042,2018-02-23,0,0,4,2018-01-16,2018-07-15
12042,2018-02-24,0,0,4,2018-01-16,2018-07-15
12042,2018-02-25,0,0,4,2018-01-16,2018-07-15
12042,2018-02-26,0,0,4,2018-01-16,2018-07-15
12042,2018-02-27,0,0,4,2018-01-16,2018-07-15
12042,2018-02-28,0,0,4,2018-01-16,2018-07-15
12042,2018-03-01,0,0,4,2018-01-16,2018-07-15
12042,2018-03-02,0,0,4,2018-01-16,2018-07-15
12042,2018-03-03,0,0,4,2018-01-16,2018-07-15
12042,2018-03-04,0,0,4,2018-01-16,2018-07-15
12042,2018-03-05,0,0,4,2018-01-16,2018-07-15
12042,2018-03-06,0,0,4,2018-01-16,2018-07-15
12042,2018-03-07,0,0,4,2018-01-16,2018-07-15
12042,2018-03-08,0,0,4,2018-01-16,2018-07-15
12042,2018-03-09,0,0,4,2018-01-16,2018-07-15
12042,2018-03-10,0,0,4,2018-01-16,2018-07-15
12042,2018-03-11,0,0,4,2018-01-16,2018-07-15
12042,2018-03-12,0,0,4,2018-01-16,2018-07-15
12042,2018-03-13,0,0,4,2018-01-16,2018-07-15
12042,2018-03-14,-399,171,4,2018-01-16,2018-07-15
12042,2018-03-15,0,0,4,2018-01-16,2018-07-15
12042,2018-03-16,0,0,4,2018-01-16,2018-07-15
12042,2018-03-17,0,0,4,2018-01-16,2018-07-15
12042,2018-03-18,0,0,4,2018-01-16,2018-07-15
12042,2018-03-19,0,0,4,2018-01-16,2018-07-15
12042,2018-03-20,0,0,4,2018-01-16,2018-07-15
12042,2018-03-21,0,0,4,2018-01-16,2018-07-15
12042,2018-03-22,0,0,4,2018-01-16,2018-07-15
12042,2018-03-23,0,0,4,2018-01-16,2018-07-15
12042,2018-03-24,0,0,4,2018-01-16,2018-07-15
12042,2018-03-25,0,0,4,2018-01-16,2018-07-15
12042,2018-03-26,0,0,4,2018-01-16,2018-07-15
12042,2018-03-27,0,0,4,2018-01-16,2018-07-15
12042,2018-03-28,0,0,4,2018-01-16,2018-07-15
12042,2018-03-29,0,0,4,2018-01-16,2018-07-15
12042,2018-03-30,0,0,4,2018-01-16,2018-07-15
12042,2018-03-31,0,0,4,2018-01-16,2018-07-15
12042,2018-04-01,0,0,4,2018-01-16,2018-07-15
12042,2018-04-02,0,0,4,2018-01-16,2018-07-15
12042,2018-04-03,0,0,4,2018-01-16,2018-07-15
12042,2018-04-04,0,0,4,2018-01-16,2018-07-15
12042,2018-04-05,0,0,4,2018-01-16,2018-07-15
12042,2018-04-06,0,0,4,2018-01-16,2018-07-15
12042,2018-04-07,0,0,4,2018-01-16,2018-07-15
12042,2018-04-08,-200.67,86,4,2018-01-16,2018-07-15
12042,2018-04-09,0,0,4,2018-01-16,2018-07-15
12042,2018-04-10,0,0,4,2018-01-16,2018-07-15
12042,2018-04-11,0,0,4,2018-01-16,2018-07-15
12042,2018-04-12,0,0,4,2018-01-16,2018-07-15
12042,2018-04-13,0,0,4,2018-01-16,2018-07-15
12042,2018-04-14,0,0,4,2018-01-16,2018-07-15
12042,2018-04-15,0,0,4,2018-01-16,2018-07-15
12042,2018-04-16,0,0,4,2018-01-16,2018-07-15
12042,2018-04-17,0,0,4,2018-01-16,2018-07-15
12042,2018-04-18,0,0,4,2018-01-16,2018-07-15
12042,2018-04-19,0,0,4,2018-01-16,2018-07-15
12042,2018-04-20,0,0,4,2018-01-16,2018-07-15
12042,2018-04-21,0,0,4,2018-01-16,2018-07-15
12042,2018-04-22,0,0,4,2018-01-16,2018-07-15
12042,2018-04-23,0,0,4,2018-01-16,2018-07-15
12042,2018-04-24,0,0,4,2018-01-16,2018-07-15
12042,2018-04-25,0,0,4,2018-01-16,2018-07-15
12042,2018-04-26,0,0,4,2018-01-16,2018-07-15
12042,2018-04-27,0,0,4,2018-01-16,2018-07-15
12042,2018-04-28,0,0,4,2018-01-16,2018-07-15
12042,2018-04-29,0,0,4,2018-01-16,2018-07-15
12042,2018-04-30,0,0,4,2018-01-16,2018-07-15
12042,2018-05-01,0,0,4,2018-01-16,2018-07-15
12042,2018-05-02,0,0,4,2018-01-16,2018-07-15
12042,2018-05-03,0,0,4,2018-01-16,2018-07-15
12042,2018-05-04,0,0,4,2018-01-16,2018-07-15
12042,2018-05-05,0,0,4,2018-01-16,2018-07-15
12042,2018-05-06,0,0,4,2018-01-16,2018-07-15
12042,2018-05-07,0,0,4,2018-01-16,2018-07-15
12042,2018-05-08,0,0,4,2018-01-16,2018-07-15
12042,2018-05-09,0,0,4,2018-01-16,2018-07-15
12042,2018-05-10,0,0,4,2018-01-16,2018-07-15
12042,2018-05-11,0,0,4,2018-01-16,2018-07-15
12042,2018-05-12,0,0,4,2018-01-16,2018-07-15
12042,2018-05-13,0,0,4,2018-01-16,2018-07-15
12042,2018-05-14,0,0,4,2018-01-16,2018-07-15
12042,2018-05-15,0,0,4,2018-01-16,2018-07-15
12042,2018-05-16,0,0,4,2018-01-16,2018-07-15
12042,2018-05-17,0,0,4,2018-01-16,2018-07-15
12042,2018-05-18,0,0,4,2018-01-16,2018-07-15
12042,2018-05-19,0,0,4,2018-01-16,2018-07-15
12042,2018-05-20,0,0,4,2018-01-16,2018-07-15
12042,2018-05-21,0,0,4,2018-01-16,2018-07-15
12042,2018-05-22,0,0,4,2018-01-16,2018-07-15
12042,2018-05-23,0,0,4,2018-01-16,2018-07-15
12042,2018-05-24,0,0,4,2018-01-16,2018-07-15
12042,2018-05-25,0,0,4,2018-01-16,2018-07-15
12042,2018-05-26,0,0,4,2018-01-16,2018-07-15
12042,2018-05-27,0,0,4,2018-01-16,2018-07-15
12042,2018-05-28,0,0,4,2018-01-16,2018-07-15
12042,2018-05-29,0,0,4,2018-01-16,2018-07-15
12042,2018-05-30,0,0,4,2018-01-16,2018-07-15
12042,2018-05-31,0,0,4,2018-01-16,2018-07-15
12042,2018-06-01,0,0,4,2018-01-16,2018-07-15
12042,2018-06-02,0,0,4,2018-01-16,2018-07-15
12042,2018-06-03,0,0,4,2018-01-16,2018-07-15
12042,2018-06-04,0,0,4,2018-01-16,2018-07-15
12042,2018-06-05,0,0,4,2018-01-16,2018-07-15
12042,2018-06-06,0,0,4,2018-01-16,2018-07-15
12042,2018-06-07,0,0,4,2018-01-16,2018-07-15
12042,2018-06-08,0,0,4,2018-01-16,2018-07-15
12042,2018-06-09,0,0,4,2018-01-16,2018-07-15
12042,2018-06-10,0,0,4,2018-01-16,2018-07-15
12042,2018-06-11,0,0,4,2018-01-16,2018-07-15
12042,2018-06-12,0,0,4,2018-01-16,2018-07-15
12042,2018-06-13,0,0,4,2018-01-16,2018-07-15
12042,2018-06-14,0,0,4,2018-01-16,2018-07-15
12042,2018-06-15,0,0,4,2018-01-16,2018-07-15
12042,2018-06-16,0,0,4,2018-01-16,2018-07-15
12042,2018-06-17,0,0,4,2018-01-16,2018-07-15
12042,2018-06-18,0,0,4,2018-01-16,2018-07-15
12042,2018-06-19,0,0,4,2018-01-16,2018-07-15
12042,2018-06-20,0,0,4,2018-01-16,2018-07-15
12042,2018-06-21,0,0,4,2018-01-16,2018-07-15
12042,2018-06-22,0,0,4,2018-01-16,2018-07-15
12042,2018-06-23,0,0,4,2018-01-16,2018-07-15
12042,2018-06-24,0,0,4,2018-01-16,2018-07-15
12042,2018-06-25,0,0,4,2018-01-16,2018-07-15
12042,2018-06-26,0,0,4,2018-01-16,2018-07-15
12042,2018-06-27,0,0,4,2018-01-16,2018-07-15
12042,2018-06-28,0,0,4,2018-01-16,2018-07-15
12042,2018-06-29,0,0,4,2018-01-16,2018-07-15
12042,2018-06-30,0,0,4,2018-01-16,2018-07-15
12042,2018-07-01,0,0,4,2018-01-16,2018-07-15
12042,2018-07-02,0,0,4,2018-01-16,2018-07-15
12042,2018-07-03,0,0,4,2018-01-16,2018-07-15
12042,2018-07-04,0,0,4,2018-01-16,2018-07-15
12042,2018-07-05,0,0,4,2018-01-16,2018-07-15
12042,2018-07-06,0,0,4,2018-01-16,2018-07-15
12042,2018-07-07,0,0,4,2018-01-16,2018-07-15
12042,2018-07-08,0,0,4,2018-01-16,2018-07-15
12042,2018-07-09,0,0,4,2018-01-16,2018-07-15
12042,2018-07-10,0,0,4,2018-01-16,2018-07-15
12042,2018-07-11,0,0,4,2018-01-16,2018-07-15
12042,2018-07-12,0,0,4,2018-01-16,2018-07-15
12042,2018-07-13,0,0,4,2018-01-16,2018-07-15
12042,2018-07-14,0,0,4,2018-01-16,2018-07-15
12042,2018-07-15,-200.66,86,4,2018-01-16,2018-07-15
12042,2018-07-16,0,0,4,2018-01-16,2018-07-15
12042,2018-07-17,0,0,4,2018-01-16,2018-07-15
12042,2018-07-18,0,0,4,2018-01-16,2018-07-15
12042,2018-07-19,0,0,4,2018-01-16,2018-07-15
12042,2018-07-20,0,0,4,2018-01-16,2018-07-15
12042,2018-07-21,0,0,4,2018-01-16,2018-07-15
12042,2018-07-22,0,0,4,2018-01-16,2018-07-15
12042,2018-07-23,0,0,4,2018-01-16,2018-07-15
12042,2018-07-24,0,0,4,2018-01-16,2018-07-15
12042,2018-07-25,0,0,4,2018-01-16,2018-07-15
12042,2018-07-26,0,0,4,2018-01-16,2018-07-15
12042,2018-07-27,0,0,4,2018-01-16,2018-07-15
12042,2018-07-28,0,0,4,2018-01-16,2018-07-15
12042,2018-07-29,0,0,4,2018-01-16,2018-07-15
12042,2018-07-30,0,0,4,2018-01-16,2018-07-15
12042,2018-07-31,0,0,4,2018-01-16,2018-07-15
12042,2018-08-01,0,0,4,2018-01-16,2018-07-15
12042,2018-08-02,0,0,4,2018-01-16,2018-07-15
12042,2018-08-03,0,0,4,2018-01-16,2018-07-15
12042,2018-08-04,0,0,4,2018-01-16,2018-07-15
12042,2018-08-05,0,0,4,2018-01-16,2018-07-15
12042,2018-08-06,0,0,4,2018-01-16,2018-07-15
12042,2018-08-07,0,0,4,2018-01-16,2018-07-15
12044,2018-01-13,0,0,4,2018-02-09,2018-07-21
12044,2018-01-14,0,0,4,2018-02-09,2018-07-21
12044,2018-01-15,0,0,4,2018-02-09,2018-07-21
12044,2018-01-16,0,0,4,2018-02-09,2018-07-21
12044,2018-01-17,0,0,4,2018-02-09,2018-07-21
12044,2018-01-18,0,0,4,2018-02-09,2018-07-21
12044,2018-01-19,0,0,4,2018-02-09,2018-07-21
12044,2018-01-20,0,0,4,2018-02-09,2018-07-21
12044,2018-01-21,0,0,4,2018-02-09,2018-07-21
12044,2018-01-22,0,0,4,2018-02-09,2018-07-21
12044,2018-01-23,0,0,4,2018-02-09,2018-07-21
12044,2018-01-24,0,0,4,2018-02-09,2018-07-21
12044,2018-01-25,0,0,4,2018-02-09,2018-07-21
12044,2018-01-26,0,0,4,2018-02-09,2018-07-21
12044,2018-01-27,0,0,4,2018-02-09,2018-07-21
12044,2018-01-28,0,0,4,2018-02-09,2018-07-21
12044,2018-01-29,0,0,4,2018-02-09,2018-07-21
12044,2018-01-30,0,0,4,2018-02-09,2018-07-21
12044,2018-01-31,0,0,4,2018-02-09,2018-07-21
12044,2018-02-01,0,0,4,2018-02-09,2018-07-21
